Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay in Minutes,Arrival Delay in Minutes,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction Rating
Male,57,Returning,Personal,Economy,351,18,8,2,3,3,3,4,3,4,2,2,2,3,3,2,4,Neutral
Female,38,Returning,Personal,Economy,351,0,5,5,2,3,2,3,5,5,4,5,5,5,2,5,5,Satisfied
Male,20,Returning,Personal,Economy,351,11,3,4,4,5,4,4,3,3,2,3,3,5,4,3,4,Satisfied
Female,13,Returning,Personal,Economy,285,0,11,4,1,3,1,1,3,4,5,4,4,4,1,4,5,Neutral
Female,66,Returning,Personal,Economy,383,0,17,5,2,3,5,3,5,5,2,3,4,5,2,5,3,Satisfied
Male,69,Returning,Personal,Economy,351,0,13,5,2,5,2,5,5,4,5,4,4,4,2,4,4,Satisfied
Male,9,Returning,Personal,Economy,383,0,0,5,3,4,3,1,3,4,3,4,4,5,3,4,4,Satisfied
Female,63,Returning,Personal,Economy,351,11,12,5,1,3,4,3,2,4,1,4,2,2,1,2,4,Neutral
Male,37,Returning,Personal,Economy,190,0,0,1,5,1,5,1,2,5,2,5,5,1,5,5,2,Neutral
Male,30,Returning,Personal,Economy,190,0,0,5,5,4,5,3,5,1,4,1,1,4,5,1,4,Neutral
Male,45,Returning,Personal,Economy,351,39,38,4,1,5,1,4,3,1,4,1,1,4,1,1,5,Neutral
Male,59,Returning,Personal,Economy,351,0,0,3,4,2,4,4,1,1,5,1,1,4,4,1,4,Neutral
Female,41,Returning,Personal,Economy,190,0,0,4,3,5,3,3,4,4,4,4,4,5,3,4,4,Satisfied
Female,55,Returning,Personal,Economy,190,32,32,5,2,3,4,3,1,4,2,4,2,1,2,1,1,Neutral
Male,42,Returning,Personal,Economy,383,0,0,4,1,5,1,2,5,3,4,3,3,4,1,3,4,Neutral
Male,8,Returning,Personal,Economy,285,0,0,1,3,1,3,3,4,5,1,5,5,3,3,5,3,Neutral
Male,67,Returning,Personal,Economy,190,0,0,1,2,4,2,3,1,1,4,1,1,4,2,1,3,Dissatisfied
Female,26,Returning,Personal,Economy,293,11,18,1,2,4,2,4,4,2,5,2,2,3,2,2,3,Neutral
Female,18,Returning,Personal,Economy,190,0,2,4,3,3,3,3,2,1,4,1,1,4,3,1,3,Neutral
Female,64,Returning,Personal,Economy,351,0,0,1,4,3,3,4,4,4,4,4,1,4,4,4,4,Neutral
Female,62,Returning,Personal,Economy,293,0,0,1,3,2,3,4,1,3,3,2,1,1,3,1,1,Dissatisfied
Male,39,Returning,Personal,Economy,293,0,0,4,4,3,4,3,4,1,5,1,1,4,5,1,4,Neutral
Female,43,Returning,Personal,Economy,351,0,0,4,3,5,5,2,5,5,3,5,4,5,3,5,3,Satisfied
Female,53,Returning,Personal,Economy,383,0,0,5,4,5,4,4,3,5,4,3,4,3,4,3,3,Satisfied
Male,16,Returning,Personal,Economy,383,0,0,4,3,5,3,4,3,4,3,4,4,5,3,4,4,Satisfied
Male,57,Returning,Personal,Economy,383,56,66,3,3,3,3,3,4,4,2,4,4,3,3,4,4,Neutral
Male,65,Returning,Personal,Economy,383,0,0,3,2,5,2,1,5,1,4,1,1,5,2,1,5,Neutral
Female,66,Returning,Personal,Economy,383,0,0,5,2,4,5,3,3,5,2,4,4,3,2,3,1,Neutral
Male,21,Returning,Personal,Economy,351,0,0,5,2,4,2,4,3,3,4,3,3,5,2,3,5,Neutral
Male,16,Returning,Personal,Economy,285,0,0,4,2,4,2,1,3,1,3,1,1,4,2,1,4,Dissatisfied
Male,33,Returning,Business,Business,285,1,0,1,1,5,5,1,4,5,2,5,5,5,1,5,4,Satisfied
Male,41,Returning,Business,Business,2257,0,0,2,2,4,5,2,5,5,5,5,2,5,2,5,5,Satisfied
Female,49,First-time,Business,Business,190,1,0,2,2,4,2,2,5,5,3,5,5,4,2,5,4,Satisfied
Female,33,Returning,Business,Economy Plus,295,0,0,4,4,3,2,4,3,2,5,2,2,3,2,2,3,Neutral
Male,59,Returning,Business,Economy Plus,190,0,0,4,4,1,2,4,4,2,2,2,2,3,2,2,3,Neutral
Male,55,Returning,Business,Economy Plus,190,18,19,1,1,2,2,1,4,2,4,2,2,3,2,2,3,Dissatisfied
Female,56,Returning,Business,Economy Plus,351,0,0,3,3,4,2,3,3,2,3,3,4,3,3,3,3,Neutral
Female,17,First-time,Business,Business,383,0,0,0,4,4,4,1,3,5,3,4,4,4,4,4,5,Satisfied
Female,19,Returning,Business,Economy Plus,383,18,41,2,2,4,2,2,1,4,1,2,2,3,2,2,3,Dissatisfied
Female,56,Returning,Personal,Economy Plus,295,0,0,5,2,4,4,2,2,4,2,4,3,2,2,2,2,Neutral
Female,8,Returning,Personal,Economy Plus,285,0,0,4,3,3,3,4,4,1,1,1,1,3,3,1,4,Neutral
Male,58,Returning,Personal,Economy Plus,383,0,0,1,4,2,4,3,2,5,4,5,5,3,1,5,3,Neutral
Female,68,Returning,Personal,Economy Plus,383,0,0,5,2,4,4,3,4,3,2,2,5,4,2,4,4,Neutral
Female,14,Returning,Personal,Economy Plus,351,0,0,5,3,4,3,1,3,4,3,3,3,5,3,3,4,Neutral
Male,38,First-time,Business,Business,812,19,21,4,4,4,4,3,3,2,2,2,2,4,4,2,4,Neutral
Male,53,Returning,Business,Business,812,0,0,2,2,3,5,2,4,4,4,4,4,4,2,4,4,Neutral
Female,42,Returning,Business,Business,3004,5,14,5,3,5,5,5,5,5,5,4,3,5,5,5,5,Very Satisfied
Female,47,Returning,Business,Business,1671,0,0,3,3,4,5,3,4,5,4,5,5,4,3,4,4,Satisfied
Female,15,First-time,Business,Economy,733,0,0,4,4,5,4,2,4,4,2,4,4,5,4,4,5,Satisfied
Male,36,Returning,Personal,Business,812,0,0,2,3,3,2,2,4,3,3,4,5,4,3,4,4,Neutral
Male,31,Returning,Personal,Business,812,0,0,1,3,2,3,4,2,2,5,5,5,3,3,5,3,Neutral
Female,43,Returning,Business,Business,1916,17,0,2,2,5,4,2,4,4,4,5,2,4,2,4,4,Neutral
Female,28,Returning,Business,Business,733,13,52,3,3,3,5,3,5,5,5,5,5,5,3,5,4,Satisfied
Female,47,Returning,Business,Business,812,124,112,5,5,4,5,5,4,5,4,4,2,4,5,4,4,Satisfied
Female,42,Returning,Business,Business,2616,60,38,3,3,3,5,3,2,4,3,4,2,2,3,2,2,Neutral
Male,46,Returning,Business,Business,2749,0,0,1,1,3,4,1,4,5,4,3,2,4,1,4,4,Neutral
Female,52,Returning,Business,Business,812,0,0,2,2,3,4,2,5,5,5,4,5,5,2,5,5,Satisfied
Female,39,Returning,Business,Business,733,0,0,4,5,3,4,4,5,5,5,5,5,5,4,5,5,Very Satisfied
Female,56,Returning,Business,Business,2176,118,161,3,3,5,5,3,2,5,5,5,5,3,3,5,5,Satisfied
Female,50,Returning,Business,Business,2559,2,7,5,5,5,5,5,3,4,4,4,5,3,5,3,3,Satisfied
Male,23,First-time,Business,Economy,733,0,0,2,2,5,2,3,4,4,3,4,4,4,1,4,4,Neutral
Female,40,Returning,Business,Business,785,247,286,1,1,5,5,1,3,5,5,5,4,3,1,4,4,Neutral
Female,60,Returning,Business,Business,3277,11,21,3,4,4,5,3,4,4,4,5,2,4,3,4,4,Satisfied
Male,58,Returning,Business,Business,1721,0,0,3,4,3,5,4,4,5,4,4,5,4,4,4,4,Satisfied
Male,44,Returning,Business,Economy,785,32,37,5,5,2,3,5,1,3,4,3,3,3,3,3,3,Neutral
Male,60,Returning,Business,Business,2916,0,7,3,3,2,3,3,4,3,4,3,2,4,4,4,4,Neutral
Female,26,Returning,Business,Economy,812,125,154,5,2,2,1,5,4,2,4,2,1,2,2,2,3,Neutral
Female,57,Returning,Business,Business,3409,0,0,1,1,4,5,1,2,5,2,5,5,2,1,2,2,Neutral
Male,25,First-time,Business,Business,812,0,0,0,3,4,3,1,5,1,5,1,1,4,3,1,5,Neutral
Female,29,First-time,Business,Business,812,0,0,1,1,3,1,2,3,4,5,4,4,4,1,4,5,Neutral
Male,46,Returning,Business,Business,1874,0,8,4,4,4,5,4,4,5,5,5,3,4,4,4,4,Satisfied
Male,32,First-time,Business,Business,812,22,69,2,2,4,2,3,4,5,2,2,2,4,2,2,5,Neutral
Male,23,Returning,Business,Business,2315,0,0,3,3,1,4,3,1,4,4,4,4,3,4,4,3,Neutral
Female,21,Returning,Business,Business,733,24,71,1,1,5,4,1,5,4,3,4,4,5,1,4,5,Neutral
Female,37,Returning,Business,Business,2620,64,71,3,3,4,5,3,4,4,4,3,5,4,3,4,4,Satisfied
Male,48,First-time,Business,Business,785,0,0,5,5,4,5,4,3,5,4,1,1,5,5,1,4,Satisfied
Female,43,Returning,Business,Business,2335,0,0,4,1,4,4,4,2,4,2,4,2,2,4,2,2,Neutral
Male,45,Returning,Business,Business,2161,31,33,4,4,3,4,4,3,4,4,4,2,3,4,3,3,Satisfied
Male,51,Returning,Business,Business,812,0,12,1,1,3,4,1,2,5,2,4,2,2,1,2,2,Dissatisfied
Male,47,Returning,Business,Business,2340,0,0,2,2,5,5,2,4,5,4,5,2,4,2,4,4,Satisfied
Female,49,First-time,Business,Economy,812,36,13,4,4,3,4,3,1,1,4,3,3,3,4,3,4,Neutral
Female,26,First-time,Business,Economy,812,62,42,1,1,1,1,3,1,1,3,1,1,4,1,1,4,Dissatisfied
Female,20,Returning,Business,Business,2037,0,0,1,1,5,4,1,3,4,4,4,4,4,1,4,4,Neutral
Female,40,Returning,Business,Business,3313,0,0,5,5,4,5,5,5,4,5,3,5,5,5,5,5,Very Satisfied
Female,30,Returning,Business,Business,812,0,0,2,2,3,5,2,3,5,4,5,5,4,2,5,5,Satisfied
Male,54,Returning,Business,Economy,812,3,0,1,1,4,3,1,4,3,5,3,3,3,3,3,3,Neutral
Female,44,Returning,Business,Economy,785,0,29,3,3,4,3,3,2,2,2,4,4,2,2,2,2,Neutral
Female,26,Returning,Business,Economy,812,54,37,3,3,4,3,3,4,1,3,3,3,3,3,3,4,Neutral
Male,26,First-time,Business,Economy,785,0,0,3,3,2,3,3,3,2,4,3,3,4,3,3,3,Neutral
Male,62,Returning,Business,Business,812,0,14,3,3,1,3,3,3,3,4,2,4,3,3,3,3,Neutral
Female,47,Returning,Business,Business,1616,0,0,3,3,5,4,3,4,5,4,5,2,4,3,4,4,Satisfied
Female,8,First-time,Business,Economy,812,0,0,4,4,3,4,3,4,5,2,4,4,4,3,4,4,Satisfied
Female,59,Returning,Business,Economy,785,3,31,2,2,4,3,2,3,3,3,1,5,3,3,3,3,Neutral
Male,17,First-time,Business,Economy,812,0,0,5,5,4,5,4,1,2,5,2,2,5,5,2,2,Satisfied
Male,22,First-time,Business,Economy,812,0,0,3,3,3,3,4,4,3,4,5,5,3,3,5,4,Satisfied
Female,55,Returning,Business,Business,3903,0,9,4,4,1,2,4,2,1,2,1,4,2,2,2,2,Dissatisfied
Male,35,Returning,Business,Economy,785,14,0,4,4,4,2,4,4,2,5,2,2,3,2,2,3,Neutral
Female,36,Returning,Business,Economy,412,0,0,1,1,3,1,1,2,2,1,2,2,4,2,2,3,Dissatisfied
Male,21,Returning,Personal,Economy,733,0,0,4,4,3,4,1,4,4,4,4,4,4,4,4,5,Satisfied
Female,49,Returning,Personal,Economy,785,6,13,5,5,4,5,5,1,4,5,5,3,1,5,1,1,Satisfied
Male,17,Returning,Personal,Economy,733,0,0,4,5,1,5,4,4,4,2,4,4,2,5,4,1,Satisfied
Female,43,Returning,Personal,Economy,812,0,0,4,4,1,5,4,4,4,4,1,1,4,3,4,4,Neutral
Female,21,Returning,Personal,Economy,733,0,0,1,3,2,3,2,4,3,5,2,2,2,3,2,2,Neutral
Female,64,Returning,Personal,Economy,812,47,59,4,1,3,3,3,3,4,1,4,5,3,1,3,3,Neutral
Male,21,Returning,Personal,Economy,812,0,0,3,3,4,3,2,4,3,2,3,3,2,3,3,2,Neutral
Male,25,Returning,Personal,Economy,812,0,0,3,2,2,2,3,4,5,2,5,5,3,2,5,3,Neutral
Male,33,Returning,Personal,Economy,785,1,10,3,3,4,3,3,3,5,2,5,5,4,3,5,3,Satisfied
Male,13,Returning,Personal,Economy,785,13,11,4,1,5,1,2,3,5,2,5,5,5,1,5,4,Neutral
Male,61,Returning,Personal,Economy,812,0,0,1,2,2,2,4,2,5,5,5,5,4,2,5,3,Neutral
Male,47,Returning,Personal,Economy,785,0,17,4,2,3,2,4,4,4,5,4,4,5,2,4,4,Satisfied
Male,17,Returning,Personal,Economy,733,0,0,3,2,5,2,2,5,1,5,1,1,5,2,1,4,Neutral
Female,27,Returning,Personal,Economy,812,16,20,1,3,1,3,3,3,2,1,3,3,3,3,3,4,Neutral
Female,10,Returning,Personal,Economy,812,0,0,5,3,3,3,4,5,2,2,2,2,4,3,2,5,Neutral
Male,45,Returning,Personal,Economy,733,25,40,3,4,2,4,3,4,2,4,2,2,2,4,2,2,Neutral
Male,37,Returning,Personal,Economy,812,27,38,1,3,1,3,4,2,2,1,5,5,3,3,5,3,Neutral
Male,7,Returning,Personal,Economy,733,0,0,5,1,5,1,1,2,2,2,5,5,2,1,5,3,Neutral
Female,61,Returning,Personal,Economy,785,0,35,4,1,3,5,3,5,4,1,4,3,5,2,5,5,Satisfied
Female,23,Returning,Personal,Economy,812,31,24,1,2,2,2,3,3,4,2,4,4,3,3,4,3,Neutral
Female,64,Returning,Personal,Economy,812,0,0,3,3,5,1,3,2,3,3,5,3,2,3,2,2,Neutral
Female,58,Returning,Personal,Economy,812,0,0,2,4,2,4,4,1,3,4,2,5,1,4,1,1,Neutral
Female,64,Returning,Personal,Economy,733,0,0,5,1,3,4,4,3,2,1,5,2,3,1,3,1,Neutral
Male,61,Returning,Personal,Economy,733,0,0,5,2,1,2,5,4,1,3,1,1,5,2,1,4,Neutral
Female,59,Returning,Personal,Economy,785,0,0,5,2,4,4,4,3,5,2,3,4,3,2,3,3,Neutral
Male,53,Returning,Personal,Economy,812,10,0,5,2,5,2,3,4,3,4,2,2,2,2,2,2,Neutral
Male,47,Returning,Personal,Economy,785,45,28,4,3,3,3,1,3,3,3,3,3,5,3,3,5,Neutral
Male,33,Returning,Personal,Economy,812,0,0,4,1,4,1,5,4,1,1,1,1,3,1,1,2,Dissatisfied
Female,26,Returning,Personal,Economy,785,0,0,5,3,4,3,4,5,3,4,2,2,5,3,2,4,Satisfied
Female,57,Returning,Personal,Economy,785,0,7,4,4,5,5,3,4,4,4,4,4,4,4,4,4,Satisfied
Female,54,Returning,Business,Business,812,0,0,4,4,3,5,4,4,4,4,5,4,4,4,4,4,Satisfied
Male,29,Returning,Business,Economy Plus,812,0,22,5,5,3,2,5,3,2,1,2,2,2,2,2,2,Neutral
Male,57,Returning,Business,Business,2653,0,0,4,4,4,5,4,4,5,4,4,3,4,4,4,4,Satisfied
Male,65,First-time,Business,Business,589,0,0,4,4,3,4,3,3,4,2,4,4,4,4,4,5,Satisfied
Female,57,Returning,Business,Business,589,1,0,1,1,4,5,1,5,5,5,4,2,5,1,5,5,Satisfied
Male,46,Returning,Business,Business,589,0,0,3,3,4,5,3,4,4,4,3,5,4,3,4,4,Satisfied
Male,40,First-time,Business,Business,589,21,6,3,3,5,3,2,3,2,4,2,2,4,3,2,5,Neutral
Male,19,Returning,Business,Business,1787,0,0,5,5,3,2,5,4,2,2,2,2,3,2,2,4,Neutral
Female,20,First-time,Business,Economy,589,20,0,0,2,2,2,3,1,3,2,3,3,3,2,3,1,Dissatisfied
Male,30,Returning,Personal,Economy,589,8,1,5,1,4,1,3,4,3,5,3,3,4,1,3,5,Neutral
Male,52,Returning,Personal,Economy,589,0,0,4,3,4,3,1,3,4,4,4,4,4,3,4,5,Satisfied
Female,35,Returning,Personal,Economy Plus,589,0,0,4,2,3,2,2,5,2,2,2,2,4,2,2,4,Neutral
Male,25,Returning,Business,Economy Plus,589,5,7,3,1,4,4,3,1,4,1,4,4,4,4,4,3,Neutral
Female,56,Returning,Business,Business,3668,0,9,5,5,4,5,5,4,5,4,3,5,4,5,4,4,Satisfied
Female,26,First-time,Business,Business,265,13,22,0,5,5,5,4,4,2,5,2,2,4,5,2,4,Satisfied
Male,43,Returning,Business,Business,265,209,224,5,5,4,4,5,3,4,5,4,4,3,5,3,4,Satisfied
Male,32,First-time,Business,Business,265,0,0,2,2,4,2,3,5,4,3,4,4,4,2,4,4,Neutral
Female,42,Returning,Business,Business,265,0,0,2,5,4,4,2,4,5,4,4,5,4,2,4,4,Satisfied
Male,76,Returning,Business,Business,265,35,25,4,4,3,4,4,3,4,3,1,3,3,3,3,3,Neutral
Female,47,Returning,Business,Business,2509,0,25,2,2,3,5,2,4,5,4,5,3,4,2,4,4,Satisfied
Female,24,First-time,Business,Economy,265,0,0,2,3,1,3,3,3,3,1,3,3,3,3,3,4,Neutral
Female,51,Returning,Business,Business,265,0,0,2,5,4,5,2,5,4,5,3,4,5,2,5,5,Satisfied
Female,38,Returning,Business,Business,1668,23,12,4,5,5,5,5,5,4,5,3,3,5,5,5,5,Very Satisfied
Male,32,First-time,Business,Business,265,0,0,2,2,4,2,2,3,1,4,2,2,4,2,2,5,Neutral
Female,43,Returning,Business,Business,265,0,17,4,4,5,4,4,4,5,4,3,4,4,4,4,4,Satisfied
Male,37,First-time,Business,Economy,265,0,0,2,2,4,2,4,1,5,3,5,5,3,2,5,4,Neutral
Male,38,Returning,Business,Business,1561,0,23,5,3,5,4,3,5,4,5,5,2,5,3,5,5,Satisfied
Female,37,Returning,Business,Business,2428,0,0,1,1,5,5,1,5,4,5,4,2,5,1,5,5,Satisfied
Female,44,Returning,Business,Business,3594,7,13,3,3,4,4,3,5,5,5,4,4,5,3,5,5,Satisfied
Male,38,Returning,Business,Business,265,0,0,5,5,4,4,5,4,5,4,4,2,4,5,4,4,Satisfied
Male,62,First-time,Business,Business,265,127,195,2,2,3,3,3,1,3,3,3,2,3,2,3,2,Neutral
Male,24,Returning,Business,Business,1809,0,0,3,3,2,3,3,1,3,3,3,3,3,3,3,4,Neutral
Female,49,First-time,Business,Business,265,124,150,2,2,3,5,1,2,3,4,3,2,5,2,5,4,Neutral
Female,57,Returning,Business,Business,2043,31,17,2,2,3,5,2,5,4,5,4,5,5,2,5,5,Satisfied
Male,52,Returning,Business,Business,265,97,123,4,4,4,1,4,3,1,4,3,3,3,3,3,3,Neutral
Male,20,First-time,Business,Economy,265,25,72,4,2,1,2,4,1,2,4,2,2,4,2,2,4,Neutral
Male,26,First-time,Business,Economy,265,0,12,3,4,2,4,3,2,2,4,2,2,3,4,2,3,Neutral
Male,26,First-time,Business,Economy,265,0,6,4,1,1,1,3,3,1,4,1,1,4,1,1,4,Dissatisfied
Female,42,Returning,Business,Business,3257,0,0,1,1,3,5,1,4,5,4,3,4,4,1,4,4,Neutral
Female,18,Returning,Business,Business,265,0,0,3,3,3,5,3,4,4,4,4,4,4,3,4,5,Satisfied
Female,40,Returning,Business,Economy,265,0,0,5,5,2,5,5,4,5,2,5,5,1,5,5,4,Satisfied
Male,40,Returning,Business,Economy,265,17,16,3,3,3,3,3,2,3,3,3,3,3,3,3,4,Neutral
Female,57,Returning,Personal,Economy,265,0,0,5,3,2,5,1,5,1,3,5,4,5,3,5,5,Satisfied
Male,47,Returning,Personal,Economy,265,0,0,3,2,4,2,3,1,2,2,2,2,2,2,2,3,Dissatisfied
Female,16,Returning,Personal,Economy,265,0,0,4,2,3,2,3,2,4,5,4,4,3,2,4,3,Neutral
Female,15,Returning,Personal,Economy,265,0,0,5,5,3,5,1,5,3,5,3,3,4,5,3,4,Satisfied
Male,41,Returning,Personal,Economy,287,52,48,2,3,4,3,4,1,4,3,5,5,4,1,5,4,Neutral
Female,10,Returning,Personal,Economy,265,0,4,2,3,3,3,2,2,3,5,3,3,1,3,3,1,Neutral
Male,15,Returning,Personal,Economy,287,0,0,1,4,4,4,3,1,3,3,3,3,2,4,3,2,Neutral
Male,55,Returning,Personal,Economy,265,0,0,4,1,5,1,3,3,5,1,5,5,3,1,5,4,Neutral
Male,13,Returning,Personal,Economy,265,59,61,2,3,2,3,4,4,2,3,3,3,3,3,3,4,Neutral
Female,10,Returning,Personal,Economy,287,159,180,3,3,2,2,5,2,2,5,2,3,2,3,5,4,Neutral
Male,24,Returning,Personal,Economy,265,0,9,3,1,2,1,4,2,5,2,5,5,4,1,5,3,Neutral
Female,44,Returning,Personal,Economy,265,0,0,2,1,4,3,3,2,4,1,4,4,2,1,2,2,Neutral
Female,41,Returning,Personal,Economy,265,0,0,2,2,2,2,3,4,2,4,2,2,3,2,2,2,Dissatisfied
Female,54,Returning,Business,Business,287,41,27,5,5,3,4,5,5,4,5,4,2,5,5,5,5,Satisfied
Female,42,Returning,Business,Economy Plus,265,215,189,3,3,2,2,3,3,2,3,2,2,3,2,2,3,Neutral
Female,32,Returning,Personal,Economy Plus,265,0,4,3,1,3,1,4,1,4,2,4,4,4,1,4,2,Neutral
Male,21,Returning,Personal,Economy Plus,265,70,107,4,1,2,1,4,2,1,1,1,1,4,1,1,4,Dissatisfied
Female,59,Returning,Business,Business,910,0,0,1,1,4,5,1,5,5,5,4,5,5,1,5,5,Satisfied
Female,45,Returning,Business,Business,1801,0,0,1,1,5,4,1,4,5,4,4,5,4,1,4,4,Neutral
Male,39,First-time,Business,Business,910,7,3,2,2,5,2,2,4,4,3,4,4,5,2,4,4,Neutral
Male,48,Returning,Business,Business,3331,0,0,1,1,3,4,1,4,4,4,5,4,4,1,4,4,Neutral
Female,8,Returning,Business,Business,910,0,19,4,4,3,4,4,2,4,1,4,4,4,4,4,4,Satisfied
Male,39,Returning,Business,Business,2040,0,0,3,3,5,4,3,5,5,5,3,3,5,3,5,5,Satisfied
Female,45,Returning,Business,Business,910,0,2,4,4,4,4,4,4,4,4,5,2,4,4,4,4,Satisfied
Male,51,Returning,Business,Business,3306,0,6,3,3,4,4,3,4,5,4,4,2,4,3,4,4,Satisfied
Male,32,Returning,Business,Economy,910,0,0,1,1,4,1,1,1,1,1,1,1,3,1,1,4,Dissatisfied
Male,42,Returning,Business,Business,3314,0,0,3,5,3,4,3,5,4,5,4,4,5,3,5,5,Satisfied
Female,20,Returning,Business,Business,948,0,0,1,1,1,2,1,1,2,2,2,2,3,2,2,4,Dissatisfied
Female,48,Returning,Business,Business,2589,0,0,4,4,4,4,4,5,4,5,5,4,5,4,5,5,Satisfied
Female,34,Returning,Business,Business,910,0,0,2,2,4,5,2,4,5,4,5,3,4,2,4,4,Satisfied
Male,49,Returning,Business,Business,3580,0,0,4,4,4,3,4,1,3,1,2,4,1,1,1,1,Dissatisfied
Male,51,Returning,Business,Business,910,0,0,3,4,5,5,3,5,4,5,3,2,5,3,5,5,Satisfied
Male,15,First-time,Business,Economy,910,9,15,2,2,2,2,4,4,1,3,5,5,3,2,5,4,Neutral
Male,53,Returning,Business,Business,3361,0,0,2,2,3,4,2,5,4,5,5,3,5,2,5,5,Satisfied
Male,25,First-time,Business,Economy,948,0,1,5,5,2,5,4,1,4,4,4,4,3,4,4,3,Satisfied
Male,23,Returning,Business,Business,548,0,0,4,4,3,5,4,2,5,4,5,5,3,4,5,5,Satisfied
Female,16,Returning,Business,Business,3895,0,4,2,2,4,3,2,1,3,2,3,3,3,3,3,3,Neutral
Female,67,Returning,Personal,Economy,948,18,24,0,2,4,5,4,5,5,2,5,2,5,2,5,5,Satisfied
Female,18,Returning,Personal,Economy,910,0,0,4,1,3,1,3,3,4,4,4,4,4,1,4,5,Neutral
Male,67,Returning,Personal,Economy,948,0,0,2,3,2,3,3,3,1,5,1,1,3,3,1,3,Dissatisfied
Female,36,Returning,Personal,Economy,948,0,0,3,4,1,4,3,3,4,4,4,4,3,4,4,4,Satisfied
Female,46,Returning,Business,Business,948,0,0,1,1,3,4,1,5,4,5,3,2,5,1,5,5,Neutral
Female,49,Returning,Business,Business,2306,0,0,5,5,5,4,5,4,4,4,4,5,4,5,4,4,Satisfied
Male,8,Returning,Business,Economy Plus,948,0,0,3,5,1,3,5,4,2,5,3,3,4,3,3,4,Neutral
Male,42,Returning,Business,Business,910,0,4,1,1,4,5,1,5,5,5,3,3,5,1,5,5,Satisfied
Female,51,Returning,Business,Business,3455,0,0,1,1,3,3,1,1,4,1,1,2,1,1,1,1,Dissatisfied
Male,53,Returning,Business,Business,431,6,11,2,2,2,3,2,4,4,4,1,1,4,4,4,4,Neutral
Female,60,Returning,Business,Business,2679,6,0,3,3,3,5,3,3,5,3,5,4,3,3,3,3,Satisfied
Male,46,Returning,Business,Business,2233,0,0,1,4,3,5,4,4,5,4,5,2,4,4,4,4,Satisfied
Male,49,Returning,Business,Business,431,0,0,5,3,3,3,3,4,4,4,1,5,4,4,4,4,Satisfied
Male,25,First-time,Business,Business,404,6,11,0,1,3,1,1,5,1,5,1,1,4,1,1,5,Dissatisfied
Male,44,Returning,Business,Business,2975,0,0,1,1,5,5,1,5,5,4,3,2,5,1,5,5,Neutral
Female,24,First-time,Business,Business,404,0,0,2,5,4,5,1,4,2,3,2,2,4,5,2,4,Neutral
Female,38,Returning,Business,Business,3522,5,15,5,3,4,5,3,3,4,4,5,5,3,3,3,3,Satisfied
Male,75,Returning,Business,Business,2350,0,7,3,3,5,5,3,4,5,4,5,2,4,3,4,4,Satisfied
Male,49,Returning,Business,Business,3095,0,1,1,1,1,3,1,3,3,2,2,5,3,3,3,3,Dissatisfied
Male,26,First-time,Business,Business,404,0,0,0,4,4,4,3,5,2,5,2,2,5,4,2,5,Neutral
Male,50,Returning,Business,Business,2593,33,32,1,1,4,5,1,5,4,5,3,4,5,1,5,5,Satisfied
Male,20,First-time,Business,Economy,431,0,0,0,1,4,1,3,4,2,3,2,2,5,2,2,5,Neutral
Female,19,First-time,Business,Economy,431,103,242,1,2,5,4,4,3,5,4,5,2,3,2,1,4,Neutral
Female,67,Returning,Business,Economy,404,0,0,2,2,2,3,2,2,4,2,4,3,2,2,2,2,Dissatisfied
Male,39,First-time,Business,Business,404,0,0,3,3,5,3,3,4,4,5,4,4,5,4,4,5,Satisfied
Male,54,Returning,Business,Business,3138,0,0,1,1,3,5,1,4,4,4,4,5,4,1,4,4,Neutral
Male,39,First-time,Business,Economy,431,0,0,3,3,4,3,4,1,2,3,2,2,4,3,2,4,Neutral
Male,62,Returning,Business,Economy,404,92,76,4,4,1,3,4,1,3,2,3,3,3,3,3,3,Neutral
Female,35,Returning,Business,Economy,431,0,0,1,1,4,4,1,2,3,3,3,3,3,3,3,3,Neutral
Female,52,Returning,Business,Business,2504,0,0,5,5,1,4,5,4,3,4,1,5,4,5,4,4,Satisfied
Female,17,First-time,Business,Economy,404,0,0,0,3,1,3,2,3,1,3,1,1,1,3,1,5,Dissatisfied
Male,65,Returning,Business,Business,431,0,0,5,5,2,2,5,5,4,5,3,2,5,5,5,5,Satisfied
Male,33,Returning,Personal,Economy,404,0,0,5,4,5,4,4,5,5,5,5,5,4,4,5,4,Very Satisfied
Female,21,Returning,Personal,Economy,431,0,0,4,3,5,3,4,3,1,2,1,1,5,3,1,4,Neutral
Male,7,Returning,Personal,Economy,431,0,0,4,2,5,2,2,5,5,2,5,5,5,2,5,5,Satisfied
Female,36,Returning,Personal,Economy,404,0,6,5,1,4,1,4,4,4,3,4,4,5,1,4,4,Neutral
Male,12,Returning,Personal,Economy,404,0,0,1,1,3,1,3,3,5,3,5,5,2,1,5,3,Neutral
Male,52,Returning,Personal,Economy,431,0,0,5,1,4,1,2,5,2,5,2,2,5,1,2,4,Neutral
Female,44,Returning,Personal,Economy,431,0,0,2,3,3,3,3,3,2,3,3,5,3,3,3,3,Neutral
